Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, male",SP.POP.TOTL.MA.IN,Liberia,LBR,715986,734366,753775,774281,795945,818258,841076,865164,891555,920694,953379,988507,1022217,1049331,1066316,1072673,1070194,1060696,1046990,1031840,1014043,994880,982506,987512,1016731,1074791,1157837,1253721,1345193,1420073,1473500,1509736,1536818,1566995,1608995,1665168,1732039,1805489,1879143,1948394,2012212,2072201,2129522,2186164,2243641,2302083,2361024,2420655,2481116,..
"Population, male",SP.POP.TOTL.MA.IN,Madagascar,MDG,3406503,3499338,3595741,3695689,3799158,3906188,4016842,4131136,4249099,4370752,4496335,4625884,4759077,4895432,5034746,5176996,5322707,5472828,5628628,5791123,5960571,6137057,6321287,6514029,6715767,6926847,7146999,7375228,7610082,7850485,8096108,8347054,8603151,8864316,9130494,9401629,9677689,9958740,10244893,10536295,10832942,11135051,11443328,11758680,12081795,12412894,12751864,13098627,13452929,..
"Population, male",SP.POP.TOTL.MA.IN,Malawi,MWI,2388261,2453632,2521626,2593172,2668926,2750428,2837772,2928502,3019128,3107872,3190199,3268364,3355209,3468262,3618222,3813466,4045379,4287078,4501297,4662382,4759256,4802879,4816584,4834891,4882811,4968120,5083327,5219874,5363384,5503580,5638808,5773715,5911520,6057272,6214592,6384082,6564192,6753761,6950918,7154191,7363503,7578987,7799449,8023479,8250133,8478700,8709591,8944379,9185277,..
"Population, male",SP.POP.TOTL.MA.IN,Malaysia,MYS,5603050,5732232,5864839,6003021,6148283,6302314,6464907,6633483,6804218,6974794,7143316,7311762,7486424,7675935,7886041,8119613,8373558,8640306,8909065,9172078,9426236,9673900,9919342,10169300,10428405,10697926,10975461,11257667,11539675,11818008,12090532,12358191,12624152,12893158,13168050,13450753,13738504,14023886,14296751,14550131,14780914,14992103,15190416,15385703,15585165,15790796,16000504,16212465,16423158,..
"Population, male",SP.POP.TOTL.MA.IN,Maldives,MDV,61714,64058,66650,69247,71702,73924,75997,78032,80247,82748,85577,88674,91961,95307,98624,101877,105086,108240,111347,114397,117420,120411,123328,126073,128626,130940,133100,135347,138018,141341,145511,150490,155981,161553,166950,171978,176870,182348,189406,198703,210248,223635,238588,254670,271368,288943,306975,323522,336067,..
"Population, male",SP.POP.TOTL.MA.IN,Mali,MLI,3023851,3074019,3127221,3182052,3237542,3292939,3348570,3405708,3466224,3531232,3602167,3678130,3755156,3827790,3892622,3947658,3995473,4042838,4099148,4171131,4261651,4368696,4488150,4613576,4740467,4867717,4997388,5131840,5274653,5428429,5593381,5768645,5954496,6151060,6358118,6576448,6805333,7041275,7279573,7517023,7752071,7986053,8222333,8465831,8720128,8986323,9263381,9550101,9844541,..
"Population, male",SP.POP.TOTL.MA.IN,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Mauritania,MRT,586419,604171,622377,641077,660307,680059,700325,721152,742621,764740,787556,811014,835007,859319,883844,908563,933520,958718,984186,1009971,1036100,1062645,1089759,1117633,1146437,1176240,1207110,1239220,1272764,1307876,1344667,1383150,1423276,1464936,1508074,1552648,1598696,1646338,1695724,1746940,1800007,1854814,1911185,1968830,2027546,2087251,2147916,2209469,2271842,..
"Population, male",SP.POP.TOTL.MA.IN,Mauritius,MUS,418947,424062,428970,434209,440118,446677,453738,459725,468020,476337,483939,490517,495764,501706,506528,511054,515473,519532,523937,527992,533937,541116,547550,555094,559549,564789,571240,576555,583281,588549,592920,596917,601249,605075,608714,611590,614411,616660,618313,619791,620784,622483,623789,624771,625354,625421,625535,625349,625016,..
"Population, male",SP.POP.TOTL.MA.IN,Mexico,MEX,26496790,27298750,28110737,28928600,29748703,30570189,31391720,32208748,33015931,33809819,34586679,35347919,36101411,36858473,37626647,38409611,39203285,39998088,40780317,41540389,42274503,42986385,43683138,44375434,45070876,45774072,46482684,47189378,47883306,48558034,49208752,49841880,50475626,51134955,51836849,52588296,53381477,54200255,55020935,55825785,56609426,57375324,58125267,58863830,59594174,60315358,61024502,61720822,62403393,..
"Population, male",SP.POP.TOTL.MA.IN,Moldova,MDA,1160262,1177782,1195218,1212081,1227147,1241163,1253373,1265233,1277047,1289907,1303766,1318253,1333032,1347792,1361819,1375131,1388085,1399484,1408515,1415132,1418929,1420317,1418947,1415261,1410107,1407908,1403382,1403475,1401837,1399394,1396458,1393248,1389329,1386071,1383189,1380211,1378182,1376847,1376267,1375727,1375384,1375322,1374779,1373537,1362196,1345926,1322475,1297941,1273749,..
"Population, male",SP.POP.TOTL.MA.IN,Mongolia,MNG,648777,668395,688513,708877,729288,749690,770152,790791,811761,833204,854905,876821,899344,923030,948150,975052,1003238,1031151,1056647,1078255,1095367,1108543,1118990,1128513,1138456,1149255,1160631,1172397,1184138,1195603,1206868,1218272,1230138,1242911,1256918,1272210,1288798,1306944,1326946,1348957,1373062,1399039,1426341,1454225,1482078,1509700,1537056,1563878,1589932,..
"Population, male",SP.POP.TOTL.MA.IN,Montenegro,MNE,251664,254902,259274,263777,267685,270796,273344,275616,278063,280985,284488,288358,292264,295717,298376,300107,301030,301404,301613,301929,302461,303116,303733,304061,303936,303318,302312,301119,300001,299160,300017,300853,301727,302023,302363,302798,303395,304200,305113,305883,306343,306681,307025,307342,307537,307637,307690,307635,307613,..
"Population, male",SP.POP.TOTL.MA.IN,Morocco,MAR,8090714,8266569,8445256,8630708,8825798,9031090,9245825,9469781,9702307,9942468,10190420,10445123,10702986,10959298,11210534,11454797,11692227,11923764,12151258,12375888,12597977,12816341,13028959,13233126,13427077,13610482,13784496,13950701,14111429,14268734,14423687,14577128,14730678,14886105,15045103,15207575,15374597,15550346,15740013,15946821,16172838,16415742,16668886,16922954,17171037,17410494,17642611,17869066,18093064,..
"Population, male",SP.POP.TOTL.MA.IN,Mozambique,MOZ,4523567,4629388,4739611,4857622,4985328,5122709,5267339,5415576,5562495,5703742,5842621,5978532,6099101,6188129,6236603,6235591,6195188,6148574,6141247,6204936,6353667,6575650,6845009,7122915,7381272,7611916,7823998,8027424,8238571,8469140,8721331,8990046,9271282,9558747,9848005,10138376,10431937,10730317,11036070,11351296,11676135,12010631,12356706,12716650,13092038,13483767,13891296,14312859,14745848,..
"Population, male",SP.POP.TOTL.MA.IN,Myanmar,MMR,13654990,13971341,14293440,14621654,14956093,15295970,15640471,15989613,16343551,16701976,17064239,17428698,17792717,18153027,18506798,18853938,19193625,19521617,19832714,20123776,20391884,20639308,20874438,21109003,21351267,21604123,21864461,22127132,22384218,22629739,22863845,23088030,23299376,23494532,23671962,23828900,23968103,24100378,24240435,24398504,24579873,24780909,24992002,25198875,25391578,25566384,25727632,25883205,26044665,..
"Population, male",SP.POP.TOTL.MA.IN,Namibia,NAM,413323,426485,439895,452700,464314,474596,483824,492467,501194,510558,520522,531100,543043,557262,574318,594588,617639,642289,666841,690052,711473,731374,749998,767846,785301,802428,819062,835147,850565,865292,879291,892731,906109,920053,935006,951209,968553,986758,1005350,1024014,1042645,1061380,1080423,1100050,1120451,1141680,1163617,1186089,1208865,..
"Population, male",SP.POP.TOTL.MA.IN,Nepal,NPL,6140017,6273385,6412810,6557670,6707461,6861954,7021082,7184664,7352552,7524530,7701802,7884373,8069543,8253663,8434894,8609352,8779524,8957417,9159415,9395936,9672654,9982342,10306640,10619781,10903155,11149412,11363585,11554507,11736513,11919754,12103278,12281801,12455703,12625023,12787936,12953796,13119208,13255033,13322033,13296612,13163927,12944949,12695979,12494893,12397962,12422408,12552433,12770054,13046951,..
"Population, male",SP.POP.TOTL.MA.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Nicaragua,NIC,1241564,1280975,1321774,1363842,1407062,1451370,1496648,1542599,1588873,1635171,1681462,1727684,1773459,1818324,1862017,1904181,1945023,1985501,2026943,2070253,2115784,2163075,2211138,2258543,2304234,2347970,2390012,2430432,2469459,2507309,2543944,2579418,2614217,2648957,2684138,2719923,2756292,2793293,2830899,2869083,2907879,2947285,2987129,3027167,3067183,3107132,3147005,3186676,3225984,..
"Population, male",SP.POP.TOTL.MA.IN,Niger,NER,2249177,2316502,2385634,2457323,2532078,2610317,2691799,2775604,2860405,2945340,3030367,3116142,3203355,3292987,3385970,3482514,3583093,3689215,3802731,3925010,4056911,4198377,4348761,4506913,4672061,4844237,5024021,5211778,5408022,5613221,5827746,6051838,6285689,6529467,6783451,7047748,7322913,7610196,7911178,8227012,8558347,8905039,9266473,9641581,10029627,10430626,10844986,11272868,11714459,..
"Population, male",SP.POP.TOTL.MA.IN,North Macedonia,MKD,882725,890671,897832,905640,915009,926321,939085,952326,964667,975092,983296,989564,994205,997718,1000511,1002730,1004304,1005144,1005080,1004097,1002046,999221,996459,994894,995289,998033,1002795,1008706,1014528,1019340,1022886,1025411,1027133,1028491,1029764,1030984,1032030,1032978,1033927,1034927,1036010,1037178,1038357,1039450,1040396,1041177,1041785,1042178,1042306,..
"Population, male",SP.POP.TOTL.MA.IN,Oman,OMN,369020,383962,401072,421127,444615,471725,502212,535599,571193,608389,647318,687926,729286,770188,809907,846830,881315,916862,958367,1008698,1070556,1141254,1211827,1269931,1307251,1320526,1314028,1296252,1279544,1273247,1280921,1301260,1333036,1373275,1420349,1472262,1531391,1605376,1704412,1834547,1999080,2192183,2399526,2601350,2782951,2939431,3073366,3186779,3284444,..
"Population, male",SP.POP.TOTL.MA.IN,Pakistan,PAK,31565435,32403118,33276371,34194324,35164164,36186891,37262512,38395619,39591263,40851927,42179397,43569705,45012111,46491947,47997659,49527606,51082015,52653703,54234737,55820762,57403275,58985934,60591332,62250816,63984936,65804515,67697424,69633257,71568897,73473690,75336515,77167823,78984833,80814408,82676229,84575682,86506753,88464387,90439736,92426988,94423309,96432829,98464640,100531293,102640697,104795319,106988967,109209940,111447582,..
"Population, male",SP.POP.TOTL.MA.IN,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Papua New Guinea,PNG,1459029,1493288,1528877,1565987,1604768,1645222,1687277,1730970,1776350,1823385,1872125,1922442,1973983,2026276,2078978,2132004,2185433,2239280,2293576,2348432,2403659,2459349,2516149,2574961,2636349,2700834,2768104,2836881,2905377,2972405,3037282,3100679,3164498,3231398,3303214,3380684,3462982,3548447,3634645,3719821,3803433,3885970,3968033,4050612,4134391,4219458,4305511,4392429,4480006,..
"Population, male",SP.POP.TOTL.MA.IN,Panama,PAN,794804,817350,840230,863251,886301,909316,932321,955408,978704,1002307,1026238,1050481,1074938,1099510,1124131,1148778,1173502,1198374,1223506,1248975,1274795,1300952,1327534,1354597,1382203,1410373,1439084,1468204,1497559,1527027,1556561,1586178,1615933,1645867,1676027,1706430,1737070,1767920,1798973,1830234,1861634,1893178,1925033,1957377,1990330,2023946,2058074,2092389,2126433,..
"Population, male",SP.POP.TOTL.MA.IN,Paraguay,PRY,1266718,1299146,1332113,1366194,1401846,1439149,1478080,1518865,1561718,1606794,1654154,1703697,1755069,1807776,1861437,1915894,1971105,2026875,2083023,2139389,2195798,2252145,2308476,2364898,2421455,2478094,2534632,2590828,2646371,2701005,2754727,2807498,2859028,2908963,2957127,3003311,3047749,3091108,3134313,3178031,3222511,3267599,3313069,3358511,3403641,3448399,3492884,3537050,3580886,..
"Population, male",SP.POP.TOTL.MA.IN,Peru,PER,6931084,7122675,7318281,7517535,7720094,7925793,8134448,8345651,8558903,8773805,8990104,9207672,9426335,9645978,9866490,10087614,10309196,10531372,10754407,10978391,11202376,11425840,11649597,11874889,12101985,12331891,12562574,12787766,12999090,13190769,13360653,13510987,13645850,13771459,13892799,14012369,14130354,14246852,14361212,14473896,14582610,14690301,14808670,14953132,15133363,15355659,15613254,15886583,16148237,..
"Population, male",SP.POP.TOTL.MA.IN,Poland,POL,15924139,16062430,16215286,16377275,16545045,16713475,16876469,17011551,17149711,17311301,17473402,17640429,17812394,17978975,18126763,18251058,18352760,18425962,18489028,18557940,18620122,18673399,18716798,18751684,18771889,18780400,18786488,18786383,18777138,18573486,18558869,18540112,18517159,18496116,18478468,18457799,18439541,18435658,18445026,18393435,18409121,18418976,18419687,18416608,18411698,18406971,18408912,18406093,18400811,..
"Population, male",SP.POP.TOTL.MA.IN,Philippines,PHL,18645732,19191750,19750219,20319014,20896830,21483288,22079757,22688770,23313742,23957084,24619187,25299166,25996529,26710326,27439442,28183997,28942988,29712842,30488935,31267875,32047707,32828786,33612919,34403084,35201255,36007426,36820041,37637717,38458530,39280833,40104285,40928476,41751590,42571482,43386651,44195243,44997408,45796008,46595265,47397704,48204860,49014341,49820008,50613449,51388763,52143399,52879470,53601488,54316068,..
"Population, male",SP.POP.TOTL.MA.IN,Romania,ROU,10056222,10157977,10250441,10350648,10485327,10616855,10721769,10821757,10893222,10952797,11025568,11085915,11126930,11165573,11210631,11261809,11317580,11370888,11420873,11437864,11334174,11225867,11202882,11178017,11146360,11104830,11063021,11030109,11002931,10979227,10818478,10614557,10530998,10463632,10391006,10320311,10158992,9981840,9892289,9830776,9784146,9746146,9717464,9687855,9646524,9592109,9534161,9474612,9414389,..
"Population, male",SP.POP.TOTL.MA.IN,Rwanda,RWA,1902463,1959554,2018323,2080080,2145837,2215743,2289605,2367579,2449822,2536365,2623609,2710617,2802920,2908183,3029673,3177850,3345875,3499513,3592354,3595187,3487790,3290525,3064149,2893669,2838278,2922550,3123174,3392849,3660812,3875946,4023729,4120954,4185398,4246500,4325701,4426491,4540785,4665188,4793381,4920879,5047257,5174930,5305371,5440795,5582650,5731375,5886052,6045042,6206092,..
"Population, male",SP.POP.TOTL.MA.IN,Samoa,WSM,74060,74936,75636,76242,76804,77349,77862,78376,78930,79538,80233,81006,81800,82530,83130,83587,83925,84212,84537,84984,85565,86270,87030,87775,88445,89029,89544,90006,90445,90882,91318,91760,92204,92655,93132,93626,94139,94686,95296,95982,96766,97623,98505,99330,100039,100603,101058,101485,102006,..
"Population, male",SP.POP.TOTL.MA.IN,Sao Tome and Principe,STP,38104,38826,39569,40391,41340,42441,43656,44917,46136,47250,48216,49081,49900,50809,51868,53104,54488,55970,57450,58883,60260,61580,62843,64040,65160,66207,67181,68150,69165,70283,71504,72826,74308,75996,77938,80166,82644,85243,87787,90157,92311,94276,96117,97920,99768,101669,103612,105591,107615,..
"Population, male",SP.POP.TOTL.MA.IN,Saudi Arabia,SAU,3116095,3277440,3455400,3649073,3858249,4081133,4319113,4578675,4868474,5193586,5555318,5948288,6362267,6783249,7199830,7608822,8008995,8393383,8754498,9087120,9390890,9667287,9916078,10137863,10335540,10505861,10655414,10808965,10999069,11248494,11568765,11952625,12380770,12823917,13260925,13683607,14098639,14517102,14956362,15427487,15932492,16462049,17002146,17533437,18040928,18520833,18973953,19395719,19783531,..
"Population, male",SP.POP.TOTL.MA.IN,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3744551,3748284,3772367,3797359,3813328,3757503,3751238,3737714,3720228,3703465,3688621,3679619,3673921,3664265,3654445,3642820,3628551,3614539,3600241,3586931,3573414,3545877,3529003,3511922,3495362,3477898,3459406,3440594,3421300,3402287,..
"Population, male",SP.POP.TOTL.MA.IN,Seychelles,SYC,27463,28208,28711,29290,30007,30627,31253,31413,31662,31937,32327,32534,32509,32698,32933,33076,34414,34440,34554,34675,35133,35323,36123,37138,37707,38246,38662,39377,40107,40424,40421,41642,41175,41082,41404,42511,43032,44353,44836,46317,45210,45653,46440,47082,48073,48673,49240,49683,50107,..
"Population, male",SP.POP.TOTL.MA.IN,Sierra Leone,SLE,1373347,1401102,1430005,1460090,1491400,1523998,1557916,1593101,1629459,1666961,1704758,1742772,1782591,1826406,1875294,1930948,1991657,2050950,2100085,2133215,2148404,2148906,2140624,2132139,2130235,2135476,2147571,2171313,2212292,2273784,2358787,2464750,2582459,2699008,2805031,2897186,2977855,3050406,3120566,3192604,3266961,3342191,3418473,3495710,3573851,3653173,3733927,3815799,3898354,..
"Population, male",SP.POP.TOTL.MA.IN,Solomon Islands,SLB,87133,90253,93530,96938,100438,104025,107695,111440,115271,119181,123173,127234,131341,135441,139533,143583,147622,151694,155882,160237,164766,169469,174341,179373,184538,189860,195327,200889,206498,212112,217739,223385,229018,234580,240063,245428,250718,256136,261902,268186,275047,282448,290268,298355,306569,314911,323380,331948,340583,..
"Population, male",SP.POP.TOTL.MA.IN,Somalia,SOM,1713688,1713412,1726880,1787962,1918159,2130820,2411231,2718435,2995019,3200349,3318579,3363634,3361042,3350170,3359632,3398212,3456822,3525270,3586808,3630398,3652782,3661866,3670888,3698243,3756824,3851428,3977248,4125852,4284321,4442939,4599554,4756280,4912670,5069263,5226475,5383598,5540039,5696698,5854968,6016042,6180204,6347735,6519801,6697814,6882855,7075482,7275835,7484064,7700196,..
"Population, male",SP.POP.TOTL.MA.IN,South Africa,ZAF,11284640,11595248,11913332,12234403,12555654,12874486,13192748,13517440,13858332,14221868,14611322,15023014,15447944,15873317,16290022,16693181,17085558,17474804,17872449,18285908,18717917,19162963,19610218,20044657,20455346,20839577,21200409,21539952,21862380,22171604,22468021,22752951,23032766,23315480,23607462,23910122,24223887,24552622,24900458,25269500,25662236,26076059,26501359,26924942,27337003,27733742,28116850,28488734,28859303,..
"Population, male",SP.POP.TOTL.MA.IN,South Sudan,SSD,1782400,1824324,1868174,1914041,1962021,2011358,2062016,2115568,2174161,2238871,2310053,2385768,2461903,2532924,2594535,2647840,2693382,2725983,2739180,2729951,2694208,2637527,2578428,2541983,2545916,2598218,2693306,2818602,2954772,3087858,3212542,3333363,3457826,3597545,3759857,3946773,4151960,4364234,4568227,4752495,4914725,5057130,5178653,5279349,5360487,5419649,5459485,5492756,5536529,..
"Population, male",SP.POP.TOTL.MA.IN,Sri Lanka,LKA,6555545,6677434,6796986,6917013,7039449,7164992,7292586,7420351,7545576,7666364,7781791,7892524,8000194,8107213,8215209,8324424,8433793,8542033,8647298,8748043,8844567,8936783,9022350,9098314,9162932,9214802,9255499,9289998,9325161,9365937,9414299,9468824,9526937,9584487,9638477,9688297,9735055,9779518,9822961,9866313,9909668,9900223,9956946,10031412,10107534,10205812,10310132,10408791,10463418,..
"Population, male",SP.POP.TOTL.MA.IN,Sudan,SDN,5313099,5490706,5676457,5872128,6078932,6297335,6526759,6766020,7013363,7267382,7528743,7797672,8071945,8348664,8626358,8901606,9176177,9459855,9766041,10103185,10476824,10880954,11298400,11705185,12084539,12429046,12744975,13045804,13351777,13677231,14027818,14398162,14778502,15154123,15515206,15858364,16189543,16519475,16863378,17232282,17629960,18053321,18498013,18956885,19424628,19900233,20385465,20880946,21387956,..
"Population, male",SP.POP.TOTL.MA.IN,Suriname,SUR,184335,183822,182498,181076,180086,179686,179790,180287,180931,181588,182210,182928,183913,185394,187549,190410,193900,197815,201903,205950,209913,213802,217547,221095,224408,227428,230181,232762,235291,237885,240587,243356,246187,249057,251921,254798,257702,260617,263560,266522,269500,272492,275472,278425,281315,284150,286918,289623,292255,..
"Population, male",SP.POP.TOTL.MA.IN,Syrian Arab Republic,SYR,3328141,3443198,3562551,3685568,3811886,3941004,4073355,4210610,4355081,4508218,4670739,4841670,5018749,5198822,5379521,5560115,5741103,5922870,6106246,6291884,6479548,6669025,6861007,7056405,7255800,7460387,7669952,7882062,8093332,8301811,8497196,8679640,8869259,9093931,9368282,9712215,10105803,10476297,10724714,10785044,10633308,10305736,9871955,9432638,9065976,8783748,8578427,8484551,8554552,..
"Population, male",SP.POP.TOTL.MA.IN,Tajikistan,TJK,1480979,1526683,1572863,1619700,1667379,1715906,1765449,1816560,1869944,1926123,1984908,2046093,2110082,2177368,2248009,2322471,2399894,2477461,2551431,2619152,2679656,2733814,2783133,2829988,2876273,2922414,2968364,3014978,3063178,3113729,3167149,3223705,3283543,3346675,3413088,3482962,3556470,3633539,3714034,3797836,3884698,3974542,4067682,4164567,4265341,4370135,4478317,4588293,4697950,..
"Population, male",SP.POP.TOTL.MA.IN,Tanzania,TZA,6910477,7139952,7378083,7622668,7872172,8126088,8385130,8650475,8923849,9206559,9499525,9802602,10114798,10434582,10761207,11092427,11429266,11777945,12146918,12541231,12965687,13415889,13876558,14326618,14751856,15146230,15516895,15879147,16255118,16661172,17102689,17575958,18077288,18599658,19138136,19692656,20266222,20860448,21477632,22119461,22786108,23477076,24192462,24932240,25696136,26484484,27296698,28130445,28980622,..
"Population, male",SP.POP.TOTL.MA.IN,Thailand,THA,19027369,19576666,20128308,20675660,21213568,21739997,22254807,22757162,23246899,23724091,24186586,24634205,25071461,25504683,25937802,26374120,26810826,27238465,27643903,28018393,28357001,28664303,28952661,29239705,29537663,29851277,30175295,30499704,30809663,31094461,31351474,31584240,31795665,31990800,32173692,32344447,32502591,32650961,32793032,32931277,33067053,33199858,33327953,33448526,33559464,33660410,33751846,33833419,33904846,..
"Population, male",SP.POP.TOTL.MA.IN,Trinidad and Tobago,TTO,474254,480281,487120,494332,501579,508750,515941,523276,530971,539131,547800,556817,565827,574344,582049,588775,594601,599679,604272,608568,612631,616406,619805,622669,624917,626518,627600,628424,629383,630740,632622,634969,637657,640469,643246,645929,648591,651347,654370,657759,661550,665647,669869,673959,677715,681087,684087,686710,688984,..
"Population, male",SP.POP.TOTL.MA.IN,Tunisia,TUN,2594835,2654197,2715530,2778603,2843336,2909340,2976898,3047423,3122863,3204430,3292691,3386790,3484728,3583703,3681622,3777305,3870980,3963613,4056817,4151506,4248007,4344994,4439725,4528551,4608864,4680007,4742750,4797733,4846147,4889170,4926601,4959024,4989402,5021587,5058299,5101129,5149485,5201270,5253209,5303033,5349838,5394727,5439791,5488087,5541625,5601123,5665354,5732044,5797979,..
"Population, male",SP.POP.TOTL.MA.IN,Tonga,TON,43801,44237,44563,44874,45231,45667,46158,46654,47073,47360,47500,47528,47489,47451,47469,47568,47716,47902,48089,48229,48328,48401,48463,48551,48686,48885,49123,49394,49649,49868,50038,50151,50263,50425,50650,50988,51409,51820,52086,52133,51901,51450,50925,50521,50373,50549,50995,51612,52284,..
"Population, male",SP.POP.TOTL.MA.IN,Turkey,TUR,17743665,18175924,18617713,19065031,19515020,19965707,20417758,20874096,21339067,21815316,22303791,22801877,23304392,23804245,24296183,24778751,25252941,25718937,26177682,26630265,27075877,27514969,27951499,28390751,28836439,29289965,29750113,30214694,30680242,31144047,31608455,32074318,32535902,32985599,33419608,33832700,34230796,34634721,35072771,35564244,36113020,36709561,37342505,37994585,38650060,39310492,39971036,40601888,41173713,..
"Population, male",SP.POP.TOTL.MA.IN,Turkmenistan,TKM,1105281,1137469,1170181,1203296,1236713,1270502,1304701,1339189,1373796,1408462,1443127,1477970,1513497,1550353,1589002,1629270,1671000,1714728,1761133,1810468,1863187,1918482,1973774,2025650,2071646,2110941,2144273,2172830,2198501,2222834,2246150,2268458,2290684,2313876,2338885,2366012,2395433,2427691,2463293,2502515,2545631,2592293,2641299,2690989,2740072,2788087,2835085,2880944,2925686,..
"Population, male",SP.POP.TOTL.MA.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Uganda,UGA,4811482,4940196,5068479,5201673,5343763,5496394,5658960,5830641,6009754,6195277,6386688,6585140,6793168,7014160,7250254,7502487,7769377,8047420,8331700,8618540,8907599,9199688,9493773,9788942,10085060,10380982,10678219,10982685,11302329,11642816,12007396,12394686,12800061,13216405,13639034,14067537,14505222,14955711,15424120,15914820,16425456,16956322,17517337,18121390,18775711,19486595,20246144,21030004,21807169,..
"Population, male",SP.POP.TOTL.MA.IN,Ukraine,UKR,21597319,21779689,21956978,22125989,22284531,22432041,22569829,22699896,22825058,22947355,23086694,23183858,23290146,23403871,23508824,23625842,23753482,23896643,24048170,24132217,24205579,24292083,24316724,24203259,24015717,23802760,23582089,23364355,23134836,22891198,22639108,22411677,22215737,22030581,21849553,21678674,21523694,21382516,21268374,21173122,21096145,21051832,21017385,20931533,20889479,20829908,20756848,20665692,20560382,..
"Population, male",SP.POP.TOTL.MA.IN,Uruguay,URY,1400094,1401013,1400542,1400354,1401679,1404929,1409837,1416056,1422942,1430035,1437334,1444998,1452876,1460797,1468619,1476218,1483625,1491166,1499285,1508283,1518156,1528702,1539700,1550864,1561908,1572947,1583840,1593744,1601579,1606659,1608562,1607737,1605385,1603179,1602406,1603454,1606044,1609858,1614283,1618887,1623615,1628651,1633982,1639654,1645670,1652000,1658580,1665268,1671890,..
"Population, male",SP.POP.TOTL.MA.IN,Uzbekistan,UZB,6060787,6238221,6412622,6590495,6776529,6972098,7175658,7385485,7598712,7813272,8028800,8246062,8465510,8687908,8913789,9142333,9373068,9607157,9846235,10146167,10375181,10633956,10891637,11119057,11329924,11553093,11774223,11964166,12091567,12257559,12411094,12561063,12705496,12851126,13000867,13161235,13352012,13571245,13805960,14205332,14596073,14817043,15055008,15316098,15590813,15869714,16144643,16432782,16748844,..
"Population, male",SP.POP.TOTL.MA.IN,Vanuatu,VUT,46691,48201,49734,51302,52904,54553,56226,57904,59512,61032,62447,63781,65060,66342,67666,69034,70432,71921,73559,75380,77434,79677,82006,84234,86271,88061,89647,91151,92766,94608,96731,99097,101625,104210,106762,109256,111732,114275,116984,119930,123152,126609,130227,133908,137574,141207,144819,148422,152038,..
"Population, male",SP.POP.TOTL.MA.IN,"Venezuela, RB",VEN,5957423,6133226,6311037,6492354,6678250,6869157,7064746,7264359,7466993,7671956,7878807,8087795,8299688,8515602,8736198,8961681,9191304,9423594,9656532,9888592,10119181,10348429,10576310,10803021,11028718,11252924,11475384,11696754,11918002,12139609,12361648,12583312,12803181,13019378,13230357,13431384,13621335,13806138,13994396,14189755,14405869,14635477,14837101,14954491,14953215,14808192,14547061,14252274,14045228,..
"Population, male",SP.POP.TOTL.MA.IN,Vietnam,VNM,21993246,22504822,23010490,23517600,24032235,24555184,25086964,25633117,26200198,26792653,27412437,28057871,28724984,29407698,30100921,30801175,31507143,32218097,32934021,33653286,34376121,35097094,35802201,36473470,37098192,37672037,38198805,38684454,39138824,39570482,39980554,40370761,40751416,41135162,41531528,41944870,42374928,42820597,43278675,43746364,44223279,44709435,45202498,45699512,46197463,46695419,47191019,47678087,48151351,..
